,Unnamed: 0,airline_sentiment,text,review_len
5261,6825,0,@JetBlue Wish Everyone felt like you,6
5262,6826,0,@JetBlue sounds great! Thank you!! :),6
5265,6829,0,@JetBlue Was nice to see your Veterans Advantage Program at the gate on Sunday @ MCO.Keep up the good work at  JetBlue,23
5266,6830,0,@JetBlue incredible PR team. 👏👏👏👏,5
5267,6831,0,@JetBlue Thanks. I'm finding lower fares already on other carriers with direct flights. July 8 - 13.,17
5270,6838,0,"“@JetBlue: @jannasaurusrex Thanks for the kind words, Janna! #WeAppreciateYou #TrueBlue” and now I'M feeling like a boss #jetbluefame",18
5271,6839,0,@JetBlue boarding the back of the airplane first. Like a boss. #sosmart #jetblue #frequentflyerappreciates #alsoyayforsnacks,15
5272,6840,0,@JetBlue sooo earlier i said i couldnt fly with you for my school trip but now i can! 😏,19
5279,6848,0,@JetBlue why are you always so amazing! #jetblue #trueblue http://t.co/iIMTJxcvLG,10
5281,6851,0,@JetBlue great will do once I land in JFK,9
5283,6853,0,@JetBlue haha. TY. Do you know what time that lane opens at Logan?,13
5285,6857,0,@JetBlue sure is 💙,4
5287,6860,0,"@JetBlue after my second call to customer service and the fifth person I talked to, an amazing rep fixed it in about 5 mins! :) #persistence",26
5288,6862,0,@JetBlue thanks so much!,4
5294,6872,0,@JetBlue That makes two of us! Lol #Blushing,8
5295,6874,0,@JetBlue Happy Anniversary!! It's hard to believe you're 15!! You're so young!,12
5297,6876,0,@JetBlue #1680 Super smooth flight and landing. Nicely done.,9
5312,6895,0,"@JetBlue FYI, I'm onboard #616 comfortably travelling to JFK, seat was no problem as you said. Thanks for making flying more civilized!",22
5313,6896,0,"@JetBlue I like "" Follow @JetBlue """,7
5323,6917,0,"@JetBlue Not trying to make you look bad, on your website it says: ""Due to weather in the Charleston, NC"" Its actually in SC, not NC",26
5326,6925,0,"@JetBlue Btw, thanks for responding quickly!!",6
5328,6930,0,@JetBlue you found my camera!  Thank you!  You rock!,11
5329,6935,0,Stop. Please. RT @JetBlue: Our fleet's on fleek. http://t.co/EUl6sDURbU,9
5331,6938,0,@JetBlue Gotcha... thanks for the update. I'm ready to go whenever you are :) Enjoy your evening.,17
5334,6945,0,"@JetBlue Well, thankfully they've got a nice food court here...When will an update be posted?",15
5339,6955,0,"@JetBlue Worked now, ty",4
5342,6966,0,"@JetBlue I would prefer a similar picture but full of E190 tails, but great shot!",15
5343,6967,0,So relieved I'm flying @JetBlue after listening to everyone at the neighboring gate bitch about Spirit. My airline's better than yours.,21
5344,6968,0,“@JetBlue: Our fleet's on fleek. http://t.co/g12sn5qsqZ”- no... Yall better than this,11
5345,6970,0,"@JetBlue We had 2 great flights into and out of the Bahamas, even during the bad weather in the northeast, thanks for the great service!!!",25
5347,6975,0,@JetBlue: So excited to hear about your move towards international travel from Long Beach Airport!,15
5348,6979,0,@JetBlue Thanks so much for talking to me! The article about #Twitter chats came out great! http://t.co/rKorHvR9z1 #contentmarketing,18
5355,7005,0,@JetBlue you guys operate a world class company and for that I thank you,14
5359,7012,0,"@JetBlue loved the service from the staff at Newark today. 

Good service goes along way.

I appreciate your preciation  

Nj ✈️Tampa 

🔵🔵🔵",22
5360,7019,0,Don't show these to Larry Fedora. RT @JetBlue: Our fleet's on fleek. http://t.co/qqlzk2jkzR,13
5361,7025,0,@JetBlue lolol @s_myc88,3
5362,7026,0,@JetBlue shows us their sense of humor with these tongue-in-cheek flight etiquette videos: http://t.co/GGuAA1JvDF,14
5368,7038,0,@JetBlue true. Maybe. Wish I had expedited security haha,9
5369,7040,0,Why “@JetBlue: Our fleet's on fleek. http://t.co/a7NvbJ8ipx”,7
5372,7046,0,Power Moves RT @JetBlue: Our fleet's on fleek. http://t.co/t9s68korSN,9
5376,7056,0,Lmfaooo “@JetBlue: Our fleet's on fleek. http://t.co/1G9RnmYUQe”,7
5378,7064,0,"""LOL you guys are so on it"" - me, had this been 4 months ago...“@JetBlue: Our fleet's on fleek. http://t.co/LYcARlTFHl”",20
5379,7065,0,"@JetBlue wow, keeping up with the times...",7
5384,7077,0,I always look forward to JB RT @JetBlue: @bostongarden :) Looking forward to welcoming you onboard! 💙,17
5387,7084,0,@JetBlue toss this ticket...it's great PR and I'm sure every college student following me will be willing to rock out wit too 👀👀,23
5389,7090,0,“@JetBlue: Our fleet's on fleek. http://t.co/3kVkd8yRxa” + lol wow,9
5390,7098,0,Lovely! RT @JetBlue: Our fleet’s on fleek. http://t.co/Hi6Fl1AX9E,8
5395,7112,0,"Yall tried it. ""@JetBlue: Our fleet's on fleek. http://t.co/62GoDFaKNB”",9
5400,7121,0,@JetBlue my family and I are excited to see you too😊😊,11
5403,7124,0,"@JetBlue I love flying with u, but I have a question, why is one of ur planes called ny jets",20
5405,7128,0,@JetBlue sounds good!!!💙💙💙💙,3
5408,7133,0,“@JetBlue: Our fleet's on fleek. http://t.co/JMnkJ6Bmc2” Jet Blizzue in the hizouse.,11
5410,7135,0,"@JetBlue Very excited, for the first time this Sunday, March 1 I get to fly #JetBlue flight 123 #Mint from JFK. Looking forward :-)",24
5412,7139,0,@JetBlue  hahah 😂👌👌👌 love flying jet blue tho!! http://t.co/7VeE44MACM,10
5413,7141,0,“@JetBlue: Our fleet's on fleek. http://t.co/vOUUFRN4jS” YASSS JetBlue ! Tell them !,12
5415,7144,0,"@JetBlue lmfao, i love it",5
5416,7146,0,@JetBlue I have a little more time then that..lol. Well actually a lot more. 36 days more. But I'm just excited!!,21
5422,7160,0,LMAO “@JetBlue: Our fleet's on fleek. http://t.co/aIyC9WV5oq”,7
5423,7162,0,@JetBlue @BrandsSayingBae well here we go,6
5425,7165,0,“@JetBlue: Our fleet's on fleek. http://t.co/kVXs1lCqLp” @alynewton new fav airline,10
5426,7166,0,@JetBlue Hopefully now my application for JetBlue donut designer will finally go through the proper channels.,16
5427,7168,0,@JetBlue Looking cool,3
5428,7171,0,@JetBlue Definitely! Lots of announcements and the app is great.,10
5430,7173,0,@JetBlue you bet:),3
5432,7176,0,@JetBlue thank you. Appreciate that!!,5
5433,7177,0,@JetBlue The chairs could use some TLC. And more power outlets in the area would be a bonus. Headed to @UniversalORL !,22
5434,7178,0,@JetBlue Thanks. Used phone instead of computer and it worked!! Thx again!,12
5437,7181,0,"alright @JetBlue.... done! alternatively, if you'd like to charter a private jet for me to PITT i will gladly accept :)",21
5441,7188,0,"@JetBlue good to know, thanks so much!",7
5443,7192,0,@JetBlue Thank you for the quick response! I am trying to request abassinet for my son. it would be great if you can help me with my request,28
5446,7198,0,@JetBlue Mark T.  in Austin was great handling my bag issue.  #thanks,14
5447,7201,0,"@JetBlue @jeff_hofmann @DeniseJTaylor @LaurieAMeacham Good one! And indeed, it's JetBlue's finest day in history!",14
5449,7206,0,@JetBlue thanks! Calling right now!,5
5452,7213,0,@JetBlue Haha. Thanks. You guys are great. Unlike the @nyjets. ;-) #GoPatriots!,12
5453,7214,0,@jetblue thanks,2
5454,7215,0,@JetBlue it was booked through work but added upgrade on seat. Need the upgrade receipt.,15
5456,7217,0,@JetBlue Thank you for the free flyfi!! Makes an already great airline even better! #jetblue #Boston #westpalmbeach #flybetter,18
5457,7219,0,@JetBlue thank you!!,3
5461,7224,0,@JetBlue I wish you all the best of luck :-) I'm enjoying the luxurious free!! amount of leg space rn. Thanks,21
5463,7226,0,@JetBlue great to see the RedSox plane and your reminder you ❤️NY side by side at JFK #catsanddogslivingtogether http://t.co/KFUyYoKUFv,19
5471,7236,0,@JetBlue 2324 from Orlando to Dca ! And my awesome flight attendant is Robert!,14
5477,7243,0,"@JetBlue Thanks JB. Actually, As a birder I love them too. They just need to be outside. It shouldn't be too hard to trap and move them.",27
5481,7248,0,"@JetBlue flight from JFK-SFO was pure awesomeness. Mint Class and Tim our attendant was the best! Other airlines, take notes!",20
5484,7252,0,@JetBlue last sleep in Cali... back to JFK tomorrow night.  Looking forward to an another amazing flight with you all :),22
5487,7255,0,@JetBlue with the free wifi #impressive #FlyFi http://t.co/T1RYpzEBc8,8
5491,7260,0,@JetBlue mint seats are AWESOME! :-) @emaleesugano best business class in the US!!!,13
5493,7262,0,@JetBlue thank you for getting me home. And despite all odds I have reunited with my delinquent Southwest luggage. Now homeward,21
5498,7268,0,@JetBlue ok thanks. Safety first.,5
5503,7274,0,Kudos well deserved! Just wish the rest of my @JetBlue experience today measured up to their example!,17
5504,7275,0,"@JetBlue ha ha! Can I get a wake up call at boarding time please?  Large coffee, extralight extra sweet please!",21
5511,7283,0,@JetBlue THANK YOU! I am your new big fan :),10
5512,7284,0,@JetBlue I do! The best airline wifi ever. Thank you!,10
5515,7289,0,"@JetBlue pilot: ""Don't worry folks there's a backup for the backup for every part of this plane."" Thanks guy",19
5519,7293,0,@JetBlue thank you!,3
5520,7294,0,@JetBlue awesome,2
5529,7304,0,@JetBlue Ok. Thanks for your help.,6
5530,7305,0,@JetBlue Love you guys😍😍😍 http://t.co/3X9NRUOvtS,5
5535,7310,0,@JetBlue you're still the best,5
5536,7311,0,"@JetBlue @ABCNetwork please give JetBlue all the permissions in the world! I'm missing the oscars right now, and it's awful #whyabcwhy",21
5539,7315,0,@JetBlue Thanks!  I made it 😃,7
5541,7317,0,@JetBlue thanks for the quick response! Fingers crossed the plane gets here then,13
5544,7320,0,@JetBlue Thank you. Fingers crossed.,5
5563,7343,0,"@JetBlue aha, ok. Thanks! Was worried there might not be a seat at all :) Will do it at the airport tomorrow then!",23
5570,7352,0,“@JetBlue: @FinleyBklynCFS So glad to hear. Thanks for sharing the video.” Me and JetBlue are #BFF 🙏,17
5571,7354,0,@JetBlue thanks for the response. We are hopeful.,8
5581,7366,0,@JetBlue thank you for the refund of the change fee for a recent flight affected by our bizarre winter. Excellent customer service and focus,24
5584,7369,0,@JetBlue thanks for help. Can't wait to travel with! And get out of the snow.,15
5588,7376,0,@JetBlue thanks for answering my questions!,6
5594,7385,0,@JetBlue cool! Are there stairs at JFK? I can walk short distances but not stairs.,15
5615,7412,0,"@JetBlue For the record, that was less than a 10-minute turnaround time for the answer from the question.  JetBlue rocks!",21
5630,7432,0,"@JetBlue btw, Robin Hayes is speaking at next month's @USChamber aviation summit. He ought to give a shout out to his Twitter team. You rock",25
5631,7434,0,@JetBlue oh. And thank you for responding,7
5635,7438,0,@JetBlue thanks. We are ticketed on stand by for flight 1970. I hope we make it out. Fingers crossed,19
5639,7443,0,@JetBlue thank you guys! You are the best! 🙌✈️,9
5643,7447,0,@JetBlue love it as always!,5
5647,7453,0,"@JetBlue what a great experience on flight from SFO to JFK; seats, service, food, everything is top quality. I will be back. Very soon!",24
5652,7460,0,@JetBlue thanks for replying-I feel a little better we'll see how it goes ☺️✈️,14
5657,7467,0,@JetBlue you guys rock!,4
5658,7468,0,@JetBlue my email is my twitter handle followed by gmail ☺👍👍,11
5659,7469,0,@JetBlue Awesome! #bestairlineever,3
5666,7479,0,@JetBlue I only fly Jet Blue,6
5667,7481,0,@JetBlue Start including PTO in your getaway packages and I'm all in,12
5668,7482,0,@JetBlue thanks. I will use the extra time to do some more shopping! Did somebody say duty free?,18
5669,7483,0,@JetBlue's flight Flight Booking Problems experience is pretty great!,9
5671,7485,0,@JetBlue thanks for making my trip home #MintyFresh next #brandmance flight I'll take more selfies! #LOVE #travel #business,18
5684,7500,0,"“@JetBlue: @2littlebirds Well captured, Brittany! We love the clouds! :)  Enjoy the ride!” Thank you!",16
5690,7506,0,@JetBlue thanks! Have a good Sunday.,6
5704,7524,0,@JetBlue thank you. We are finally at the gate.,9
5705,7525,0,@JetBlue flight to Orlando is unable to serve hot bevies.... So they've made movies and alcohol complimentary. That works,19
5708,7529,0,@JetBlue Landing! As usual great flight wiyh a great crew. Hello sunny West Palm Beach ! #jetbluerocks,17
5714,7535,0,@JetBlue they were amazing and thank you!,7
5719,7541,0,“@JetBlue: @2littlebirds Beautiful shot.. Thanks for sharing. Using #FlyFi to post? ;)” Your welcome! Not on this flight. It was a quickie;),22
5721,7544,0,"@JetBlue she helped me with my problem so easily and was so nice, you guys rock!",16
5730,7553,0,@JetBlue your customer service agent Bonnie is amazing on the phone she deserves a promotion!!!,15
5732,7555,0,@JetBlue BOS. Everything current now. Thanks for the follow up,10
5734,7557,0,@JetBlue thanks for the info. Already doing it now before we board! Looking forward to the future upgrades! #JetBlue http://t.co/5Db9eSBNzG,20
5735,7558,0,@JetBlue things happen it's ok just wish I was on the beach and not in the airport,17
5737,7561,0,@JetBlue I love #JetBlue ! #FlyFi when will we be able to charge our devices on domestic #A320 flights?! Thanks! http://t.co/obqIro1bUJ,21
5739,7563,0,@JetBlue Touchdown JFK! Well done pilots of JetBlue Flight 226! #JetBlueRocks,11
5746,7572,0,"@JetBlue if I had my tux, it'd be a date! #UMosaicMeCrazy http://t.co/hap4gboSTU",12
5747,7573,0,@JetBlue Thanks for the personalized customer service! #cannedtweet #autoresponse,9
5753,7579,0,@JetBlue I knew there was a reason u were my favorite airline. Just read you answer on twitter in globe this morning. Great job,24
5755,7581,0,@JetBlue it's only because I'm wearing #TrueBlueColors!,7
5761,7589,0,"@JetBlue yup we know, not your fault, just not ideal sittin for over an hour but as always your staff is great!",22
5764,7593,0,@JetBlue got it. thanks the quick reply.,7
5767,7597,0,@JetBlue had a great experience working with Glenn Coles at Buffalo-Niagara Airport!! Top notch employee,15
5768,7598,0,"@JetBlue well, the last update was in the right direction, at least! I'll keep my fingers crossed.",17
5769,7600,0,"@JetBlue thx, social media person!",5
5774,7607,0,@jetblue always #mosaicmecrazy #sunrise #bestairline #nofilterneeded &amp; how can you not love #FlyFi… http://t.co/NY6CS7jRuV,14
5776,7609,0,@JetBlue they miraculously fixed the plane #kudos to shoe ever it was,12
5779,7613,0,@JetBlue 😭😭😭😭 yall are really better then American Airlines though.,10
5781,7615,0,What can I say other than when it comes to my #BrandLoveAffair w/ @jetblue ur my #soulandinspiration https://t.co/IGkoGyWksr #umosaicmecrazy,19
